text,followers_count,verified,listed_count,created_at,hashtags,name,popularity
"#Bitcoin keeps forming higher lows on the Daily. 

If we break the $45,200 resistance this time. It's game on for t… https://t.co/WHtu7xrseL",68907,True,252,2022-03-09 11:03:59+00:00,"[{'text': 'Bitcoin', 'indices': [0, 8]}]",Crypto Rover,212
"$42,371 💰🚀 #BTC https://t.co/RTaCUSVuiV",865465,True,771,2022-03-09 10:59:07+00:00,"[{'text': 'BTC', 'indices': [11, 15]}]",SEGA L'éveilleur®,146
ビットコインが急上昇、イエレン財務長官の声明を誤って公開か #coindeskjapan #ジャネット・イエレン #ステーブルコイン #ビットコイン #BTC  https://t.co/caemrubaTM,20592,True,336,2022-03-09 06:07:06+00:00,"[{'text': 'coindeskjapan', 'indices': [30, 44]}, {'text': 'ジャネット・イエレン', 'indices': [45, 56]}, {'text': 'ステーブルコイン', 'indices': [57, 66]}, {'text': 'ビットコイン', 'indices': [67, 74]}, {'text': 'BTC', 'indices': [75, 79]}]",coindesk JAPAN,93
JUST IN: #Ethereum has reclaimed a $325 billion market cap.,708061,True,1449,2022-03-09 23:25:51+00:00,"[{'text': 'Ethereum', 'indices': [9, 18]}]",Watcher.Guru,1997
"#AD #Giveaway 

@SharkieToken team is launching a good contest for all traders 🔥 your purchase of SHARKIE token mea… https://t.co/DE8zAQL6YB",84154,True,193,2022-03-09 23:57:38+00:00,"[{'text': 'AD', 'indices': [0, 3]}, {'text': 'Giveaway', 'indices': [4, 13]}]",KitoPoblah.eth,232
"On March 8, the team behind the Bored Ape Yacht Club (BAYC) donated $1 million in #ethereum to the Ukraine governme… https://t.co/4JU7BGYOvv",2437100,True,10789,2022-03-09 20:02:47+00:00,"[{'text': 'ethereum', 'indices': [82, 91]}]",Bitcoin News,222
JUST IN: Bored Ape Yacht Club NFT has donated $1 million #Ethereum to the Ukrainian government. 🇺🇦,708061,True,1449,2022-03-09 01:42:44+00:00,"[{'text': 'Ethereum', 'indices': [57, 66]}]",Watcher.Guru,1500
"Crypto shorts got burned to the tune of almost $100 Million today. Awkward.

#Bitcoin #Ethereum",163681,True,589,2022-03-09 18:07:17+00:00,"[{'text': 'Bitcoin', 'indices': [77, 85]}, {'text': 'Ethereum', 'indices': [86, 95]}]","Matt Kohrs (🦍,🦍)",328
"Goldman Sachs to offer #ethereum fund to clients. 

https://t.co/z7JvC7ml3F",916794,True,5533,2022-03-09 08:15:00+00:00,"[{'text': 'ethereum', 'indices': [23, 32]}]",Lark Davis,780
Do you HODL #Ethereum?,184993,True,309,2022-03-09 08:30:00+00:00,"[{'text': 'Ethereum', 'indices': [12, 21]}]",Kasta,569
"💸 The transactions fees on the #Bitcoin and #Ethereum networks have hit multi-month lows. 

📈 A leaked statement by… https://t.co/EedfzWugxt",1337853,True,1381,2022-03-09 09:24:41+00:00,"[{'text': 'Bitcoin', 'indices': [31, 39]}, {'text': 'Ethereum', 'indices': [44, 53]}]",BYBIT 🦍,146
"#Bitcoin will hit $100,000 &amp; #Ethereum will hit $10,000 in 2022.",68907,True,252,2022-03-09 10:33:56+00:00,"[{'text': 'Bitcoin', 'indices': [0, 8]}, {'text': 'Ethereum', 'indices': [33, 42]}]",Crypto Rover,343
Where do you store your #cryptocurrency? 🔒💰,266890,True,1629,2022-03-09 21:46:57+00:00,"[{'text': 'cryptocurrency', 'indices': [24, 39]}]",Binance.US 🇺🇸,724
#Unicef to spend donated #cryptocurrency to finance humanitarian efforts amid war in #Ukraine. https://t.co/k6WIVOCtkQ,2437100,True,10789,2022-03-09 20:31:47+00:00,"[{'text': 'Unicef', 'indices': [0, 7]}, {'text': 'cryptocurrency', 'indices': [25, 40]}, {'text': 'Ukraine', 'indices': [85, 93]}]",Bitcoin News,289
"COMING SOON!! An open world blockchain adventure game, explore Doge City and play with friends. Earn NFT's, play to… https://t.co/DCIYtwqHfG",98357,True,53,2022-03-09 22:51:55+00:00,[],MiniDOGE,119
"President Joe Biden's executive order ""lays out a national policy for digital assets across six key priorities.”… https://t.co/sdoxOjAJEk",2437100,True,10789,2022-03-09 15:47:02+00:00,[],Bitcoin News,1207
"#BitMart Crypto Watch🔍Mar. 9

🤨Uh-oh,
🧐No credit for crypto — users react to Russia-issued credit card ban. Comment… https://t.co/uCfMiqHo4E",394470,True,687,2022-03-09 22:27:38+00:00,"[{'text': 'BitMart', 'indices': [0, 8]}]",BitMart.Exchange,75
The United States didn’t drop the ball on #cryptocurrency. 👏🏻,610961,True,2274,2022-03-09 14:27:31+00:00,"[{'text': 'cryptocurrency', 'indices': [42, 57]}]",David Gokhshtein,2029
"""Poloniex has upheld the highest standard in safeguarding crypto assets for our clients with a proven track record… https://t.co/BdrgXXgssE",454816,True,3685,2022-03-09 20:41:57+00:00,[],Poloniex Exchange,187
"We have another update to our research on #cyberattacks targeting #Ukraine, this time with a fake DDoS tool that in… https://t.co/Lln5c4JS6r",42196,True,1256,2022-03-09 19:38:13+00:00,"[{'text': 'cyberattacks', 'indices': [42, 55]}, {'text': 'Ukraine', 'indices': [66, 74]}]",Cisco Talos Intelligence Group,61
Policymakers must “make a judgement whether the benefits outweigh the risks with regards to the use of… https://t.co/aVd36Tn4Ig,2437100,True,10789,2022-03-09 16:33:17+00:00,[],Bitcoin News,211
I’m surprised that the statements that we are hearing out of D.C. are all positive on the #cryptocurrency front.… https://t.co/lRMk4ULZAi,610961,True,2274,2022-03-09 12:24:20+00:00,"[{'text': 'cryptocurrency', 'indices': [90, 105]}]",David Gokhshtein,1010
"👀

#VerySoon™️ #Blockchain #VeChain #Stablecoin #DeFi #Web3 #Sustainability #Carbon #Cryptocurrency $VeUSD… https://t.co/i85uv66xOh",561558,True,2777,2022-03-09 12:04:29+00:00,"[{'text': 'VerySoon', 'indices': [3, 12]}, {'text': 'Blockchain', 'indices': [15, 26]}, {'text': 'VeChain', 'indices': [27, 35]}, {'text': 'Stablecoin', 'indices': [36, 47]}, {'text': 'DeFi', 'indices': [48, 53]}, {'text': 'Web3', 'indices': [54, 59]}, {'text': 'Sustainability', 'indices': [60, 75]}, {'text': 'Carbon', 'indices': [76, 83]}, {'text': 'Cryptocurrency', 'indices': [84, 99]}]",VeChain Foundation,820
"Yellen’s statement on Biden’s E.O. on #cryptocurrency leaked. 

 https://t.co/QeHOjgFjXc",610961,True,2274,2022-03-09 03:49:32+00:00,"[{'text': 'cryptocurrency', 'indices': [38, 53]}]",David Gokhshtein,182
"Daily Tech Update! 🚀
Our UX design team is reviewing the literature on best practices for governance portal design.… https://t.co/mIboUsutCP",247338,True,143,2022-03-09 10:55:30+00:00,[],5ireChain,220
JUST IN: #Bitcoin and #crypto friendly politician Yoon Suk-yeol was elected the next President of South Korea 🇰🇷 https://t.co/mKyaWtDLKG,2227400,True,12890,2022-03-09 22:09:57+00:00,"[{'text': 'Bitcoin', 'indices': [9, 17]}, {'text': 'crypto', 'indices': [22, 29]}]",Bitcoin Magazine,16291
JUST IN: 🇰🇷 South Korea's #crypto-friendly Yoon Suk-yeol has been elected the country’s next President.,708061,True,1449,2022-03-09 20:16:45+00:00,"[{'text': 'crypto', 'indices': [26, 33]}]",Watcher.Guru,7047
"⭐️ New Game ⭐️

Double Rainbow🌈🌈 by Hacksaw! 

#Giveaway Free Spins to 125 users!

Rules: 👇

1️⃣ Comment userID
2️⃣… https://t.co/YkZrSc86IL",473758,True,142,2022-03-09 20:10:00+00:00,"[{'text': 'Giveaway', 'indices': [47, 56]}]",Gamdom.com,1655
The Russian government has banned the selling of Rubles for foreign currency. At this time regular Russians can sti… https://t.co/442Fhl2bpb,916794,True,5533,2022-03-09 23:45:17+00:00,[],Lark Davis,1349
"Token launch 6pm est Thursday.  
Free app is in final testing.📱@FitScrypt 

$FIT contract address
0x24aa6A92BE9d1C1… https://t.co/TrY49vMJAO",84154,True,193,2022-03-09 23:34:27+00:00,[],KitoPoblah.eth,413
"Tune in tonight, right here on Twitter for a live stream video event at 9pm EST / 6pm PST.🔥

""Community Spotlight""… https://t.co/8GdSPw0mqT",67531,True,160,2022-03-09 20:32:04+00:00,[],🥷 Gokhshtein Media,376
"BREAKING: Dubai, UAE has approved a law to regulate #Bitcoin and #crypto!",708061,True,1449,2022-03-09 14:07:40+00:00,"[{'text': 'Bitcoin', 'indices': [52, 60]}, {'text': 'crypto', 'indices': [65, 72]}]",Watcher.Guru,8298
JUST IN: The US Treasury has announced plans to launch a #Bitcoin &amp; #crypto educational campaign on the risks of in… https://t.co/IBi6vDalOx,708061,True,1449,2022-03-09 11:56:40+00:00,"[{'text': 'Bitcoin', 'indices': [57, 65]}, {'text': 'crypto', 'indices': [72, 79]}]",Watcher.Guru,4627
"listen to @GoingParabolic. he’s smart and smart people do smart things. 

he’s also from queens and @Nas is one of… https://t.co/hyrJ5De7Xh",610961,True,2274,2022-03-09 22:59:02+00:00,[],David Gokhshtein,122
“I believe the EO can be summed up in a sentence: ‘The government recognizes #crypto as a legitimate part of the ec… https://t.co/X1MrcSKkZI,562973,True,3881,2022-03-09 22:42:49+00:00,"[{'text': 'crypto', 'indices': [77, 84]}]",Grayscale,107
"COMING SOON!! An open world blockchain adventure game, explore Doge City and play with friends. Earn NFT's, play to… https://t.co/DCIYtwqHfG",98357,True,53,2022-03-09 22:51:55+00:00,[],MiniDOGE,119
"President Joe Biden's executive order ""lays out a national policy for digital assets across six key priorities.”… https://t.co/sdoxOjAJEk",2437100,True,10789,2022-03-09 15:47:02+00:00,[],Bitcoin News,1207
Economic and Monetary Affairs Committee to vote on EU’s #MiCA #crypto rules on March 14. https://t.co/KwrDmqW9Sg,2437100,True,10789,2022-03-09 22:32:35+00:00,"[{'text': 'MiCA', 'indices': [56, 61]}, {'text': 'crypto', 'indices': [62, 69]}]",Bitcoin News,173
"🐶 De qual time você faz parte? 🤔👇

$DOGE ⚔️ $SHIB ⚔️ #BABYDOGE ⚔️ $ELON

#doge #dogecoin #dogearmy #dogelonmars… https://t.co/NsyDKbvT8w",4541,True,19,2022-03-09 15:55:52+00:00,"[{'text': 'BABYDOGE', 'indices': [53, 62]}, {'text': 'doge', 'indices': [73, 78]}, {'text': 'dogecoin', 'indices': [79, 88]}, {'text': 'dogearmy', 'indices': [89, 98]}, {'text': 'dogelonmars', 'indices': [99, 111]}]",OKX_Brasil (antiga OKEx),962
"Bags Reloaded Today: #BlueSparrow, #shib, #Cronos (#CRO), #Saitama, #VVS, #Bezoge, #Bone, #dogecoin 

What else is… https://t.co/l84jSgsF75",64683,True,78,2022-03-09 17:36:22+00:00,"[{'text': 'BlueSparrow', 'indices': [21, 33]}, {'text': 'shib', 'indices': [35, 40]}, {'text': 'Cronos', 'indices': [42, 49]}, {'text': 'CRO', 'indices': [51, 55]}, {'text': 'Saitama', 'indices': [58, 66]}, {'text': 'VVS', 'indices': [68, 72]}, {'text': 'Bezoge', 'indices': [74, 81]}, {'text': 'Bone', 'indices': [83, 88]}, {'text': 'dogecoin', 'indices': [90, 99]}]",Shannon Bray,432
Hodling #Dogecoin is like holding a golden rocket ticket to the moon! We may not know exactly when it is going take… https://t.co/d5m2RhBGhs,541693,True,594,2022-03-09 13:18:05+00:00,"[{'text': 'Dogecoin', 'indices': [8, 17]}]",Matt Wallace,1431
"🐶 ¿De qué equipo eres? 🤔👇

$DOGE ⚔️ $SHIB ⚔️ #BABYDOGE ⚔️ $ELON

#doge #dogecoin #dogearmy #dogelonmars #SHIB… https://t.co/FCiJ9kTJId",4035,True,22,2022-03-09 15:58:38+00:00,"[{'text': 'BABYDOGE', 'indices': [45, 54]}, {'text': 'doge', 'indices': [65, 70]}, {'text': 'dogecoin', 'indices': [71, 80]}, {'text': 'dogearmy', 'indices': [81, 90]}, {'text': 'dogelonmars', 'indices': [91, 103]}, {'text': 'SHIB', 'indices': [104, 109]}]",OKX_Latinoamérica,209
We honestly have to look at this as an opportunity for new investors to get on board the #dogecoin train. When I sa… https://t.co/nO8fnrGvKR,215252,True,277,2022-03-09 05:34:35+00:00,"[{'text': 'dogecoin', 'indices': [89, 98]}]",SlumDOGE Millionaire,912
"🐶 De qual time você faz parte? 🤔👇

$DOGE ⚔️ $SHIB ⚔️ #BABYDOGE ⚔️ $ELON

#doge #dogecoin #dogearmy #dogelonmars… https://t.co/NsyDKbvT8w",4541,True,19,2022-03-09 15:55:52+00:00,"[{'text': 'BABYDOGE', 'indices': [53, 62]}, {'text': 'doge', 'indices': [73, 78]}, {'text': 'dogecoin', 'indices': [79, 88]}, {'text': 'dogearmy', 'indices': [89, 98]}, {'text': 'dogelonmars', 'indices': [99, 111]}]",OKX_Brasil (antiga OKEx),962
"📈 Compre #BabyDoge e outras #memecoins na #OKEX! 🐶🐕🦴

#BABYDOGE @BabyDogeCoin
#DOGE @dogecoin
#ELON @DogelonMars… https://t.co/vSoGreopjJ",4541,True,19,2022-03-09 10:00:01+00:00,"[{'text': 'BabyDoge', 'indices': [9, 18]}, {'text': 'memecoins', 'indices': [28, 38]}, {'text': 'OKEX', 'indices': [42, 47]}, {'text': 'BABYDOGE', 'indices': [54, 63]}, {'text': 'DOGE', 'indices': [78, 83]}, {'text': 'ELON', 'indices': [94, 99]}]",OKX_Brasil (antiga OKEx),970
"🐶 ¿De qué equipo eres? 🤔👇

$DOGE ⚔️ $SHIB ⚔️ #BABYDOGE ⚔️ $ELON

#doge #dogecoin #dogearmy #dogelonmars #SHIB… https://t.co/FCiJ9kTJId",4035,True,22,2022-03-09 15:58:38+00:00,"[{'text': 'BABYDOGE', 'indices': [45, 54]}, {'text': 'doge', 'indices': [65, 70]}, {'text': 'dogecoin', 'indices': [71, 80]}, {'text': 'dogearmy', 'indices': [81, 90]}, {'text': 'dogelonmars', 'indices': [91, 103]}, {'text': 'SHIB', 'indices': [104, 109]}]",OKX_Latinoamérica,209
We honestly have to look at this as an opportunity for new investors to get on board the #dogecoin train. When I sa… https://t.co/nO8fnrGvKR,215252,True,277,2022-03-09 05:34:35+00:00,"[{'text': 'dogecoin', 'indices': [89, 98]}]",SlumDOGE Millionaire,912
JUST IN: #Bitcoin and #crypto friendly politician Yoon Suk-yeol was elected the next President of South Korea 🇰🇷 https://t.co/mKyaWtDLKG,2227400,True,12890,2022-03-09 22:09:57+00:00,"[{'text': 'Bitcoin', 'indices': [9, 17]}, {'text': 'crypto', 'indices': [22, 29]}]",Bitcoin Magazine,16291
"Bill Gates: ""I'm not bullish on Bitcoin""

#Bitcoin: We don't care https://t.co/JKdrfJdzur",2227400,True,12890,2022-03-09 21:14:28+00:00,"[{'text': 'Bitcoin', 'indices': [42, 50]}]",Bitcoin Magazine,16779
"JUST IN: Bill Gates warns people about investing into #Bitcoin and says 'If you have less money than Elon, watch out'",708061,True,1449,2022-03-09 22:52:13+00:00,"[{'text': 'Bitcoin', 'indices': [54, 62]}]",Watcher.Guru,4597
"Regulation will accelerate the adoption of #Bitcoin.
https://t.co/loudRYBstz",2260116,True,13279,2022-03-09 18:50:38+00:00,"[{'text': 'Bitcoin', 'indices': [43, 51]}]",Michael Saylor⚡️,13688
"Sent you $10 #Bitcoin @MankindhHawwal who’s next , rt + done https://t.co/HtFiumcCaT",273463,True,461,2022-03-09 22:15:55+00:00,"[{'text': 'Bitcoin', 'indices': [13, 21]}]",JAYE CANE,582
"JUST IN: Cynthia Lummis, a US Senator from Wyoming is in the process of drafting a bill that would fully integrate… https://t.co/zij50eg8GJ",708061,True,1449,2022-03-09 19:47:53+00:00,[],Watcher.Guru,2464
Congratulations to everyone who stacked up on #bitcoin and other #cryptocurrencies.,610961,True,2274,2022-03-09 22:20:02+00:00,"[{'text': 'bitcoin', 'indices': [46, 54]}, {'text': 'cryptocurrencies', 'indices': [65, 82]}]",David Gokhshtein,681
The Russian government has banned the selling of Rubles for foreign currency. At this time regular Russians can sti… https://t.co/442Fhl2bpb,916794,True,5533,2022-03-09 23:45:17+00:00,[],Lark Davis,1349
Regulate “crypto” all you want. Leave #Bitcoin alone to rebuild a more inclusive financial order.,183993,True,1066,2022-03-09 21:51:59+00:00,"[{'text': 'Bitcoin', 'indices': [38, 46]}]",Natalie Brunell,1699
"All the pieces are in place for a #Bitcoin supercycle: 

- World reserve currencies being challenged
- 20 year infl… https://t.co/ww8zFKAxV1",551102,True,5320,2022-03-09 19:03:39+00:00,"[{'text': 'Bitcoin', 'indices': [34, 42]}]",Dan Held,2820
Arizona Senator Wendy Rogers: There is “crypto” and then there is #Bitcoin. 👏 https://t.co/NzI2twdkfT,2227400,True,12890,2022-03-09 18:54:42+00:00,"[{'text': 'Bitcoin', 'indices': [66, 74]}]",Bitcoin Magazine,2925
JUST IN: 🇮🇷 Iran‘s Ministry of Industry will only allow #Bitcoin mining farms that use renewable energy sources.,708061,True,1449,2022-03-09 17:17:39+00:00,"[{'text': 'Bitcoin', 'indices': [56, 64]}]",Watcher.Guru,4000
JUST IN: Dubai approves a law to regulate and promote #Bitcoin and crypto,265245,True,2150,2022-03-09 15:19:05+00:00,"[{'text': 'Bitcoin', 'indices': [54, 62]}]",Blockworks,12691
"Imagine if #bitcoin just ranges inside this triangle for the next few months. 

Personally I would love it. https://t.co/dbLboolXOf",916794,True,5533,2022-03-09 21:24:33+00:00,"[{'text': 'bitcoin', 'indices': [11, 19]}]",Lark Davis,1067
"Token launch 6pm est Thursday.  
Free app is in final testing.📱@FitScrypt 

$FIT contract address
0x24aa6A92BE9d1C1… https://t.co/TrY49vMJAO",84154,True,193,2022-03-09 23:34:27+00:00,[],KitoPoblah.eth,413
"Pitbull 1-day #Bullish sentiment is up ⬆️76.75% 🟢🟢🟢

✨️ #Pitbull 1-day activity via @LunarCrush with the rise of… https://t.co/sPNFkaRK1Z",136304,True,193,2022-03-09 17:03:58+00:00,"[{'text': 'Bullish', 'indices': [14, 22]}, {'text': 'Pitbull', 'indices': [56, 64]}]",Pitbull Token,1591
Kraken will distribute over $10 million worth of to aid clients in 🇺🇦Ukraine. Tranche 1 recipients will be credited… https://t.co/lOLvVhu3m3,1366178,True,7665,2022-03-09 10:32:34+00:00,[],Kraken Exchange,2039
"""Poloniex has upheld the highest standard in safeguarding crypto assets for our clients with a proven track record… https://t.co/BdrgXXgssE",454816,True,3685,2022-03-09 20:41:57+00:00,[],Poloniex Exchange,187
"⚠️BREAKING:

*BITCOIN CLIMBS 10% TO TOP $42,000 AMID CRYPTO RALLY

#BTC #BITCOIN https://t.co/Hi6tICHE8g",724759,True,5432,2022-03-09 16:58:10+00:00,"[{'text': 'BTC', 'indices': [67, 71]}, {'text': 'BITCOIN', 'indices': [72, 80]}]",Investing.com,241
"#VamosArgentina! 🇦🇷

The new facility in Argentina 🇦🇷 will greatly expand our global #Bitcoin mining production at… https://t.co/CZVHYodgva",23168,True,251,2022-03-09 18:41:05+00:00,"[{'text': 'VamosArgentina', 'indices': [0, 15]}, {'text': 'Bitcoin', 'indices': [85, 93]}]",Bitfarms,195
Our Twitter Spaces talk about the direct integration of #BTC and #ICP will go live in a few hours. Questions about… https://t.co/TwNqJ73lRs,562116,True,1914,2022-03-09 15:35:58+00:00,"[{'text': 'BTC', 'indices': [56, 60]}, {'text': 'ICP', 'indices': [65, 69]}]",DFINITY,333
The way we use our money is changing. No longer are we dependent on a centralized entity holding our assets. We dec… https://t.co/afh86NuoSh,335905,True,2072,2022-03-09 11:45:48+00:00,[],VergeCurrency,362
"Oh, well HELLO #CRYPTO 😵🚀🔥 #BTC #ETH #SHIB 🚀🚀🚀🚀🚀🚀",153998,True,127,2022-03-09 04:05:27+00:00,"[{'text': 'CRYPTO', 'indices': [15, 22]}, {'text': 'BTC', 'indices': [27, 31]}, {'text': 'ETH', 'indices': [32, 36]}, {'text': 'SHIB', 'indices': [37, 42]}]",YourPop,1559
"*BITCOIN JUMPS AFTER APPARENT YELLEN STATEMENT EASES U.S. CLAMPDOWN FEARS - https://t.co/c94c555AOJ 

#BTC #BITCOIN https://t.co/SGyCJrYUjN",724759,True,5432,2022-03-09 14:15:00+00:00,"[{'text': 'BTC', 'indices': [102, 106]}, {'text': 'BITCOIN', 'indices': [107, 115]}]",Investing.com,135
"#عاجل
نائب رئيس الدولة رئيس مجلس الوزراء، حاكم #دبي، محمد بن راشد آل مكتوم: اعتمدنا اليوم في #دبي أول قانون من نوعه… https://t.co/cgFYZJDsTP",301840,True,738,2022-03-09 12:51:53+00:00,"[{'text': 'عاجل', 'indices': [0, 5]}, {'text': 'دبي', 'indices': [47, 51]}, {'text': 'دبي', 'indices': [93, 97]}]",Ghanem,213
"#Bitcoin keeps forming higher lows on the Daily. 

If we break the $45,200 resistance this time. It's game on for t… https://t.co/WHtu7xrseL",68907,True,252,2022-03-09 11:03:59+00:00,"[{'text': 'Bitcoin', 'indices': [0, 8]}]",Crypto Rover,212
